date,ff_rate
11/30/1988,8.44
12/7/1988,8.59
12/14/1988,8.51
12/21/1988,8.87
12/28/1988,8.86
1/4/1989,9.22
1/11/1989,9.08
1/18/1989,9.13
1/25/1989,9.06
2/1/1989,9.16
2/8/1989,9.1
2/15/1989,9.27
2/22/1989,9.39
3/1/1989,9.8
3/8/1989,9.83
3/15/1989,9.83
3/22/1989,9.86
3/29/1989,9.88
4/5/1989,9.71
4/12/1989,9.82
4/19/1989,9.95
4/26/1989,9.86
5/3/1989,9.88
5/10/1989,9.86
5/17/1989,9.75
5/24/1989,9.74
5/31/1989,9.84
6/7/1989,9.68
6/14/1989,9.35
6/21/1989,9.48
6/28/1989,9.58
7/5/1989,9.58
7/12/1989,9.31
7/19/1989,9.24
7/26/1989,9.14
8/2/1989,8.95
8/9/1989,8.98
8/16/1989,9.04
8/23/1989,9.01
8/30/1989,8.96
9/6/1989,8.96
9/13/1989,8.96
9/20/1989,9.05
9/27/1989,9.02
10/4/1989,9.18
10/11/1989,8.93
10/18/1989,8.76
10/25/1989,8.72
11/1/1989,8.8
11/8/1989,8.69
11/15/1989,8.46
11/22/1989,8.46
11/29/1989,8.51
12/6/1989,8.52
12/13/1989,8.47
12/20/1989,8.52
12/27/1989,8.38
1/3/1990,8.32
1/10/1990,8.22
1/17/1990,8.2
1/24/1990,8.23
1/31/1990,8.24
2/7/1990,8.22
2/14/1990,8.21
2/21/1990,8.25
2/28/1990,8.27
3/7/1990,8.28
3/14/1990,8.27
3/21/1990,8.27
3/28/1990,8.26
4/4/1990,8.33
4/11/1990,8.25
4/18/1990,8.27
4/25/1990,8.24
5/2/1990,8.12
5/9/1990,8.2
5/16/1990,8.16
5/23/1990,8.22
5/30/1990,8.19
6/6/1990,8.26
6/13/1990,8.3
6/20/1990,8.28
6/27/1990,8.28
7/4/1990,8.33
7/11/1990,8.28
7/18/1990,8.14
7/25/1990,8.05
8/1/1990,8.03
8/8/1990,8.07
8/15/1990,8.13
8/22/1990,8.3
8/29/1990,8.08
9/5/1990,8.25
9/12/1990,8.12
9/19/1990,8.18
9/26/1990,8.26
10/3/1990,8.23
10/10/1990,8.2
10/17/1990,7.96
10/24/1990,7.99
10/31/1990,8.17
11/7/1990,7.97
11/14/1990,7.94
11/21/1990,7.8
11/28/1990,7.56
12/5/1990,7.6
12/12/1990,7.25
12/19/1990,7.29
12/26/1990,7.16
1/2/1991,7.17
1/9/1991,6.4
1/16/1991,6.77
1/23/1991,6.88
1/30/1991,7.46
2/6/1991,6.32
2/13/1991,6.29
2/20/1991,6.26
2/27/1991,6.31
3/6/1991,6.47
3/13/1991,6.17
3/20/1991,6.1
3/27/1991,6.1
4/3/1991,6
4/10/1991,5.9
4/17/1991,5.69
4/24/1991,5.92
5/1/1991,5.92
5/8/1991,5.79
5/15/1991,5.78
5/22/1991,5.79
5/29/1991,5.72
6/5/1991,5.91
6/12/1991,5.75
6/19/1991,5.78
6/26/1991,5.79
7/3/1991,6.34
7/10/1991,5.79
7/17/1991,5.85
7/24/1991,5.75
7/31/1991,5.79
8/7/1991,5.83
8/14/1991,5.62
8/21/1991,5.68
8/28/1991,5.58
9/4/1991,5.6
9/11/1991,5.56
9/18/1991,5.44
9/25/1991,5.29
10/2/1991,5.33
10/9/1991,5.19
10/16/1991,5.28
10/23/1991,5.24
10/30/1991,5.1
11/6/1991,5.05
11/13/1991,4.74
11/20/1991,4.89
11/27/1991,4.68
12/4/1991,4.79
12/11/1991,4.54
12/18/1991,4.49
12/25/1991,4.22
1/1/1992,4.19
1/8/1992,4.19
1/15/1992,4.01
1/22/1992,3.87
1/29/1992,4.01
2/5/1992,4.17
2/12/1992,3.93
2/19/1992,4.2
2/26/1992,3.96
3/4/1992,4.08
3/11/1992,3.95
3/18/1992,4.04
3/25/1992,3.94
4/1/1992,4.09
4/8/1992,3.98
4/15/1992,3.65
4/22/1992,3.47
4/29/1992,3.65
5/6/1992,3.77
5/13/1992,3.84
5/20/1992,3.89
5/27/1992,3.8
6/3/1992,3.85
6/10/1992,3.69
6/17/1992,3.73
6/24/1992,3.72
7/1/1992,3.87
7/8/1992,3.24
7/15/1992,3.28
7/22/1992,3.22
7/29/1992,3.18
8/5/1992,3.33
8/12/1992,3.24
8/19/1992,3.33
8/26/1992,3.27
9/2/1992,3.33
9/9/1992,3.09
9/16/1992,3.28
9/23/1992,3.07
9/30/1992,3.41
10/7/1992,3.2
10/14/1992,3.2
10/21/1992,3.05
10/28/1992,2.96
11/4/1992,3.07
11/11/1992,2.91
11/18/1992,2.97
11/25/1992,3.1
12/2/1992,3.37
12/9/1992,2.94
12/16/1992,2.93
12/23/1992,2.94
12/30/1992,2.86
1/6/1993,3.03
1/13/1993,2.98
1/20/1993,3.1
1/27/1993,2.94
2/3/1993,3.15
2/10/1993,2.92
2/17/1993,3.06
2/24/1993,2.91
3/3/1993,3.24
3/10/1993,3.02
3/17/1993,3.04
3/24/1993,2.93
3/31/1993,3.18
4/7/1993,3.11
4/14/1993,2.93
4/21/1993,2.91
4/28/1993,2.87
5/5/1993,2.98
5/12/1993,2.9
5/19/1993,3.01
5/26/1993,3.07
6/2/1993,3.09
6/9/1993,2.96
6/16/1993,3.01
6/23/1993,3
6/30/1993,3.13
7/7/1993,3.1
7/14/1993,3.01
7/21/1993,3.09
7/28/1993,3.03
8/4/1993,3.1
8/11/1993,2.98
8/18/1993,3.06
8/25/1993,2.98
9/1/1993,3.08
9/8/1993,2.99
9/15/1993,3.03
9/22/1993,3.12
9/29/1993,3.05
10/6/1993,3.24
10/13/1993,2.91
10/20/1993,2.97
10/27/1993,2.97
11/3/1993,3.04
11/10/1993,2.96
11/17/1993,3.03
11/24/1993,2.98
12/1/1993,3.09
12/8/1993,2.92
12/15/1993,2.94
12/22/1993,2.99
12/29/1993,2.99
1/5/1994,3
1/12/1994,2.98
1/19/1994,3.13
1/26/1994,2.97
2/2/1994,3.17
2/9/1994,3.2
2/16/1994,3.25
2/23/1994,3.25
3/2/1994,3.28
3/9/1994,3.25
3/16/1994,3.19
3/23/1994,3.31
3/30/1994,3.49
4/6/1994,3.69
4/13/1994,3.37
4/20/1994,3.59
4/27/1994,3.59
5/4/1994,3.76
5/11/1994,3.7
5/18/1994,4.02
5/25/1994,4.22
6/1/1994,4.27
6/8/1994,4.13
6/15/1994,4.21
6/22/1994,4.19
6/29/1994,4.19
7/6/1994,4.38
7/13/1994,4.3
7/20/1994,4.3
7/27/1994,4.28
8/3/1994,4.28
8/10/1994,4.26
8/17/1994,4.35
8/24/1994,4.66
8/31/1994,4.72
9/7/1994,4.74
9/14/1994,4.7
9/21/1994,4.73
9/28/1994,4.66
10/5/1994,5.07
10/12/1994,4.62
10/19/1994,4.72
10/26/1994,4.72
11/2/1994,4.77
11/9/1994,4.74
11/16/1994,5.22
11/23/1994,5.53
11/30/1994,5.85
12/7/1994,5.47
12/14/1994,5.48
12/21/1994,5.56
12/28/1994,5.45
1/4/1995,5.4
1/11/1995,5.53
1/18/1995,5.45
1/25/1995,5.42
2/1/1995,5.63
2/8/1995,5.95
2/15/1995,5.93
2/22/1995,5.94
3/1/1995,5.88
3/8/1995,5.93
3/15/1995,5.94
3/22/1995,5.97
3/29/1995,6.06
4/5/1995,6.2
4/12/1995,5.98
4/19/1995,6.07
4/26/1995,5.99
5/3/1995,6.05
5/10/1995,6
5/17/1995,6.02
5/24/1995,5.99
5/31/1995,6.02
6/7/1995,6.03
6/14/1995,6.02
6/21/1995,6
6/28/1995,5.95
7/5/1995,6.21
7/12/1995,5.81
7/19/1995,5.72
7/26/1995,5.75
8/2/1995,5.83
8/9/1995,5.73
8/16/1995,5.74
8/23/1995,5.7
8/30/1995,5.71
9/6/1995,5.77
9/13/1995,5.73
9/20/1995,5.78
9/27/1995,5.8
10/4/1995,6
10/11/1995,5.72
10/18/1995,5.71
10/25/1995,5.76
11/1/1995,5.76
11/8/1995,5.71
11/15/1995,5.74
11/22/1995,5.81
11/29/1995,5.91
12/6/1995,5.75
12/13/1995,5.73
12/20/1995,5.9
12/27/1995,5.48
1/3/1996,5.35
1/10/1996,5.53
1/17/1996,5.61
1/24/1996,5.44
1/31/1996,5.53
2/7/1996,5.21
2/14/1996,5.09
2/21/1996,5.17
2/28/1996,5.31
3/6/1996,5.57
3/13/1996,5.24
3/20/1996,5.36
3/27/1996,5.22
4/3/1996,5.3
4/10/1996,5.08
4/17/1996,5.24
4/24/1996,5.24
5/1/1996,5.3
5/8/1996,5.22
5/15/1996,5.26
5/22/1996,5.22
5/29/1996,5.19
6/5/1996,5.33
6/12/1996,5.24
6/19/1996,5.45
6/26/1996,5.21
7/3/1996,5.53
7/10/1996,5.26
7/17/1996,5.23
7/24/1996,5.25
7/31/1996,5.53
8/7/1996,5.38
8/14/1996,5.1
8/21/1996,5.18
8/28/1996,5.21
9/4/1996,5.39
9/11/1996,5.16
9/18/1996,5.22
9/25/1996,5.34
10/2/1996,5.4
10/9/1996,5.14
10/16/1996,5.22
10/23/1996,5.22
10/30/1996,5.27
11/6/1996,5.32
11/13/1996,5.21
11/20/1996,5.41
11/27/1996,5.3
12/4/1996,5.52
12/11/1996,5.22
12/18/1996,5.38
12/25/1996,5.18
1/1/1997,5.37
1/8/1997,5.28
1/15/1997,5.19
1/22/1997,5.19
1/29/1997,5.18
2/5/1997,5.3
2/12/1997,5.05
2/19/1997,5.22
2/26/1997,5.16
3/5/1997,5.36
3/12/1997,5.19
3/19/1997,5.26
3/26/1997,5.4
4/2/1997,5.86
4/9/1997,5.37
4/16/1997,5.48
4/23/1997,5.48
4/30/1997,5.61
5/7/1997,5.55
5/14/1997,5.49
5/21/1997,5.52
5/28/1997,5.43
6/4/1997,5.54
6/11/1997,5.48
6/18/1997,5.62
6/25/1997,5.42
7/2/1997,5.82
7/9/1997,5.48
7/16/1997,5.44
7/23/1997,5.43
7/30/1997,5.57
8/6/1997,5.62
8/13/1997,5.45
8/20/1997,5.59
8/27/1997,5.56
9/3/1997,5.64
9/10/1997,5.48
9/17/1997,5.58
9/24/1997,5.45
10/1/1997,5.58
10/8/1997,5.46
10/15/1997,5.45
10/22/1997,5.54
10/29/1997,5.5
11/5/1997,5.6
11/12/1997,5.5
11/19/1997,5.51
11/26/1997,5.49
12/3/1997,5.58
12/10/1997,5.4
12/17/1997,5.66
12/24/1997,5.44
12/31/1997,5.45
1/7/1998,5.74
1/14/1998,5.45
1/21/1998,5.53
1/28/1998,5.53
2/4/1998,5.52
2/11/1998,5.43
2/18/1998,5.54
2/25/1998,5.51
3/4/1998,5.6
3/11/1998,5.45
3/18/1998,5.47
3/25/1998,5.43
4/1/1998,5.6
4/8/1998,5.48
4/15/1998,5.47
4/22/1998,5.37
4/29/1998,5.4
5/6/1998,5.35
5/13/1998,5.49
5/20/1998,5.6
5/27/1998,5.45
6/3/1998,5.63
6/10/1998,5.43
6/17/1998,5.58
6/24/1998,5.42
7/1/1998,5.88
7/8/1998,5.47
7/15/1998,5.49
7/22/1998,5.5
7/29/1998,5.54
8/5/1998,5.61
8/12/1998,5.5
8/19/1998,5.59
8/26/1998,5.48
9/2/1998,5.61
9/9/1998,5.47
9/16/1998,5.54
9/23/1998,5.42
9/30/1998,5.58
10/7/1998,5.22
10/14/1998,5.14
10/21/1998,4.87
10/28/1998,4.95
11/4/1998,5.22
11/11/1998,4.8
11/18/1998,4.89
11/25/1998,4.54
12/2/1998,4.86
12/9/1998,4.68
12/16/1998,4.97
12/23/1998,4.69
12/30/1998,4.48
1/6/1999,4.3
1/13/1999,4.75
1/20/1999,4.64
1/27/1999,4.66
2/3/1999,4.75
2/10/1999,4.77
2/17/1999,4.75
2/24/1999,4.75
3/3/1999,4.85
3/10/1999,4.8
3/17/1999,4.79
3/24/1999,4.79
3/31/1999,4.84
4/7/1999,4.8
4/14/1999,4.68
4/21/1999,4.61
4/28/1999,4.79
5/5/1999,4.9
5/12/1999,4.7
5/19/1999,4.76
5/26/1999,4.73
6/2/1999,4.65
6/9/1999,4.71
6/16/1999,4.73
6/23/1999,4.71
6/30/1999,4.95
7/7/1999,5
7/14/1999,4.97
7/21/1999,4.96
7/28/1999,5.01
8/4/1999,5.06
8/11/1999,4.96
8/18/1999,5.03
8/25/1999,5.02
9/1/1999,5.34
9/8/1999,5.16
9/15/1999,5.24
9/22/1999,5.16
9/29/1999,5.27
10/6/1999,5.27
10/13/1999,5.17
10/20/1999,5.18
10/27/1999,5.18
11/3/1999,5.27
11/10/1999,5.2
11/17/1999,5.44
11/24/1999,5.52
12/1/1999,5.63
12/8/1999,5.45
12/15/1999,5.44
12/22/1999,5.46
12/29/1999,5.01
1/5/2000,4.72
1/12/2000,5.62
1/19/2000,5.59
1/26/2000,5.43
2/2/2000,5.66
2/9/2000,5.71
2/16/2000,5.75
2/23/2000,5.72
3/1/2000,5.77
3/8/2000,5.73
3/15/2000,5.79
3/22/2000,5.81
3/29/2000,6.01
4/5/2000,6.12
4/12/2000,5.98
4/19/2000,6.04
4/26/2000,5.97
5/3/2000,6.06
5/10/2000,5.96
5/17/2000,6.16
5/24/2000,6.5
5/31/2000,6.53
6/7/2000,6.49
6/14/2000,6.5
6/21/2000,6.51
6/28/2000,6.53
7/5/2000,6.85
7/12/2000,6.44
7/19/2000,6.5
7/26/2000,6.5
8/2/2000,6.49
8/9/2000,6.45
8/16/2000,6.53
8/23/2000,6.46
8/30/2000,6.54
9/6/2000,6.56
9/13/2000,6.5
9/20/2000,6.5
9/27/2000,6.5
10/4/2000,6.58
10/11/2000,6.47
10/18/2000,6.49
10/25/2000,6.51
11/1/2000,6.55
11/8/2000,6.49
11/15/2000,6.52
11/22/2000,6.51
11/29/2000,6.5
12/6/2000,6.57
12/13/2000,6.47
12/20/2000,6.53
12/27/2000,6.48
1/3/2001,5.88
1/10/2001,5.91
1/17/2001,6.02
1/24/2001,5.96
1/31/2001,5.94
2/7/2001,5.51
2/14/2001,5.47
2/21/2001,5.5
2/28/2001,5.5
3/7/2001,5.49
3/14/2001,5.46
3/21/2001,5.33
3/28/2001,5
4/4/2001,5.21
4/11/2001,4.96
4/18/2001,4.98
4/25/2001,4.42
5/2/2001,4.53
5/9/2001,4.43
5/16/2001,4.37
5/23/2001,3.98
5/30/2001,3.98
6/6/2001,4.08
6/13/2001,4
6/20/2001,3.95
6/27/2001,3.91
7/4/2001,3.89
7/11/2001,3.67
7/18/2001,3.76
7/25/2001,3.81
8/1/2001,3.79
8/8/2001,3.7
8/15/2001,3.75
8/22/2001,3.63
8/29/2001,3.52
9/5/2001,3.63
9/12/2001,3.49
9/19/2001,2.47
9/26/2001,2.99
10/3/2001,2.71
10/10/2001,2.44
10/17/2001,2.44
10/24/2001,2.49
10/31/2001,2.55
11/7/2001,2.36
11/14/2001,2.03
11/21/2001,2.01
11/28/2001,1.95
12/5/2001,2.02
12/12/2001,1.88
12/19/2001,1.84
12/26/2001,1.77
1/2/2002,1.63
1/9/2002,1.64
1/16/2002,1.74
1/23/2002,1.74
1/30/2002,1.78
2/6/2002,1.74
2/13/2002,1.72
2/20/2002,1.75
2/27/2002,1.75
3/6/2002,1.74
3/13/2002,1.71
3/20/2002,1.76
3/27/2002,1.7
4/3/2002,1.77
4/10/2002,1.71
4/17/2002,1.78
4/24/2002,1.7
5/1/2002,1.81
5/8/2002,1.74
5/15/2002,1.75
5/22/2002,1.71
5/29/2002,1.78
6/5/2002,1.78
6/12/2002,1.74
6/19/2002,1.75
6/26/2002,1.75
7/3/2002,1.75
7/10/2002,1.73
7/17/2002,1.74
7/24/2002,1.72
7/31/2002,1.72
8/7/2002,1.74
8/14/2002,1.72
8/21/2002,1.73
8/28/2002,1.76
9/4/2002,1.81
9/11/2002,1.73
9/18/2002,1.73
9/25/2002,1.72
10/2/2002,1.8
10/9/2002,1.73
10/16/2002,1.75
10/23/2002,1.72
10/30/2002,1.79
11/6/2002,1.7
11/13/2002,1.21
11/20/2002,1.28
11/27/2002,1.27
12/4/2002,1.24
12/11/2002,1.23
12/18/2002,1.27
12/25/2002,1.23
1/1/2003,1.2
1/8/2003,1.2
1/15/2003,1.26
1/22/2003,1.23
1/29/2003,1.24
2/5/2003,1.29
2/12/2003,1.22
2/19/2003,1.3
2/26/2003,1.24
3/5/2003,1.29
3/12/2003,1.21
3/19/2003,1.27
3/26/2003,1.22
4/2/2003,1.28
4/9/2003,1.23
4/16/2003,1.27
4/23/2003,1.26
4/30/2003,1.28
5/7/2003,1.26
5/14/2003,1.25
5/21/2003,1.27
5/28/2003,1.24
6/4/2003,1.26
6/11/2003,1.24
6/18/2003,1.25
6/25/2003,1.21
7/2/2003,1.13
7/9/2003,0.96
7/16/2003,1.02
7/23/2003,1.01
7/30/2003,1.04
8/6/2003,0.97
8/13/2003,0.98
8/20/2003,1.18
8/27/2003,1
9/3/2003,1.01
9/10/2003,0.96
9/17/2003,1.02
9/24/2003,1
10/1/2003,1.07
10/8/2003,0.99
10/15/2003,1.03
10/22/2003,1
10/29/2003,1
11/5/2003,1.01
11/12/2003,0.99
11/19/2003,0.99
11/26/2003,0.99
12/3/2003,1
12/10/2003,0.98
12/17/2003,1
12/24/2003,0.99
12/31/2003,0.96
1/7/2004,0.97
1/14/2004,0.99
1/21/2004,1
1/28/2004,1.02
2/4/2004,1.01
2/11/2004,1
2/18/2004,1.01
2/25/2004,1
3/3/2004,1.03
3/10/2004,1
3/17/2004,1
3/24/2004,0.99
3/31/2004,1.01
4/7/2004,1.01
4/14/2004,1.01
4/21/2004,1
4/28/2004,1
5/5/2004,1.02
5/12/2004,0.99
5/19/2004,1.02
5/26/2004,0.99
6/2/2004,1.01
6/9/2004,0.99
6/16/2004,1.01
6/23/2004,1
6/30/2004,1.11
7/7/2004,1.28
7/14/2004,1.25
7/21/2004,1.25
7/28/2004,1.26
8/4/2004,1.27
8/11/2004,1.36
8/18/2004,1.42
8/25/2004,1.51
9/1/2004,1.53
9/8/2004,1.5
9/15/2004,1.49
9/22/2004,1.64
9/29/2004,1.76
10/6/2004,1.82
10/13/2004,1.73
10/20/2004,1.76
10/27/2004,1.74
11/3/2004,1.78
11/10/2004,1.79
11/17/2004,2
11/24/2004,2
12/1/2004,2.02
12/8/2004,2
12/15/2004,2.15
12/22/2004,2.24
12/29/2004,2.27
1/5/2005,2.14
1/12/2005,2.25
1/19/2005,2.28
1/26/2005,2.27
2/2/2005,2.43
2/9/2005,2.5
2/16/2005,2.5
2/23/2005,2.52
3/2/2005,2.51
3/9/2005,2.5
3/16/2005,2.55
3/23/2005,2.71
3/30/2005,2.77
4/6/2005,2.81
4/13/2005,2.76
4/20/2005,2.78
4/27/2005,2.74
5/4/2005,2.96
5/11/2005,2.99
5/18/2005,3.01
5/25/2005,3.01
6/1/2005,3.02
6/8/2005,2.98
6/15/2005,3.02
6/22/2005,2.98
6/29/2005,3.11
7/6/2005,3.29
7/13/2005,3.22
7/20/2005,3.26
7/27/2005,3.26
8/3/2005,3.29
8/10/2005,3.48
8/17/2005,3.54
8/24/2005,3.52
8/31/2005,3.55
9/7/2005,3.51
9/14/2005,3.49
9/21/2005,3.65
9/28/2005,3.77
10/5/2005,3.85
10/12/2005,3.68
10/19/2005,3.76
10/26/2005,3.76
11/2/2005,3.94
11/9/2005,4
11/16/2005,3.98
11/23/2005,4
11/30/2005,4.02
12/7/2005,4
12/14/2005,4.19
12/21/2005,4.24
12/28/2005,4.22
1/4/2006,4.16
1/11/2006,4.23
1/18/2006,4.29
1/25/2006,4.26
2/1/2006,4.44
2/8/2006,4.5
2/15/2006,4.49
2/22/2006,4.49
3/1/2006,4.5
3/8/2006,4.51
3/15/2006,4.51
3/22/2006,4.57
3/29/2006,4.7
4/5/2006,4.88
4/12/2006,4.76
4/19/2006,4.77
4/26/2006,4.74
5/3/2006,4.83
5/10/2006,4.84
5/17/2006,5
5/24/2006,4.98
5/31/2006,5.01
6/7/2006,4.99
6/14/2006,5
6/21/2006,4.95
6/28/2006,5
7/5/2006,5.14
7/12/2006,5.24
7/19/2006,5.25
7/26/2006,5.24
8/2/2006,5.27
8/9/2006,5.25
8/16/2006,5.23
8/23/2006,5.24
8/30/2006,5.25
9/6/2006,5.25
9/13/2006,5.23
9/20/2006,5.24
9/27/2006,5.27
10/4/2006,5.3
10/11/2006,5.23
10/18/2006,5.23
10/25/2006,5.24
11/1/2006,5.25
11/8/2006,5.24
11/15/2006,5.25
11/22/2006,5.24
11/29/2006,5.26
12/6/2006,5.25
12/13/2006,5.24
12/20/2006,5.25
12/27/2006,5.24
1/3/2007,5.22
1/10/2007,5.23
1/17/2007,5.24
1/24/2007,5.25
1/31/2007,5.27
2/7/2007,5.25
2/14/2007,5.26
2/21/2007,5.25
2/28/2007,5.28
3/7/2007,5.25
3/14/2007,5.25
3/21/2007,5.26
3/28/2007,5.26
4/4/2007,5.26
4/11/2007,5.28
4/18/2007,5.24
4/25/2007,5.23
5/2/2007,5.25
5/9/2007,5.23
5/16/2007,5.27
5/23/2007,5.24
5/30/2007,5.28
6/6/2007,5.24
6/13/2007,5.26
6/20/2007,5.25
6/27/2007,5.25
7/4/2007,5.28
7/11/2007,5.23
7/18/2007,5.27
7/25/2007,5.26
8/1/2007,5.27
8/8/2007,5.25
8/15/2007,4.79
8/22/2007,4.91
8/29/2007,5.11
9/5/2007,5.03
9/12/2007,4.98
9/19/2007,5.12
9/26/2007,4.78
10/3/2007,4.72
10/10/2007,4.75
10/17/2007,4.74
10/24/2007,4.73
10/31/2007,4.78
11/7/2007,4.33
11/14/2007,4.54
11/21/2007,4.51
11/28/2007,4.53
12/5/2007,4.55
12/12/2007,4.39
12/19/2007,4.21
12/26/2007,4.21
1/2/2008,3.77
1/9/2008,4.23
1/16/2008,4.24
1/23/2008,4
1/30/2008,3.5
2/6/2008,3.01
2/13/2008,3
2/20/2008,2.98
2/27/2008,2.96
3/5/2008,3
3/12/2008,2.97
3/19/2008,2.7
3/26/2008,2.18
4/2/2008,2.23
4/9/2008,2.23
4/16/2008,2.34
4/23/2008,2.25
4/30/2008,2.28
5/7/2008,1.94
5/14/2008,1.96
5/21/2008,1.96
5/28/2008,2.05
6/4/2008,1.99
6/11/2008,1.99
6/18/2008,1.98
6/25/2008,1.97
7/2/2008,2.08
7/9/2008,1.95
7/16/2008,2.01
7/23/2008,1.99
7/30/2008,2.08
8/6/2008,2.02
8/13/2008,1.99
8/20/2008,2.02
8/27/2008,1.99
9/3/2008,1.96
9/10/2008,1.99
9/17/2008,2.25
9/24/2008,1.54
10/1/2008,1.32
10/8/2008,1.59
10/15/2008,0.96
10/22/2008,0.69
10/29/2008,0.82
11/5/2008,0.24
11/12/2008,0.28
11/19/2008,0.36
11/26/2008,0.56
12/3/2008,0.49
12/10/2008,0.13
12/17/2008,0.15
12/24/2008,0.11
12/31/2008,0.1
1/7/2009,0.1
1/14/2009,0.1
1/21/2009,0.2
1/28/2009,0.19
2/4/2009,0.23
2/11/2009,0.23
2/18/2009,0.23
2/25/2009,0.2
3/4/2009,0.22
3/11/2009,0.2
3/18/2009,0.17
3/25/2009,0.17
4/1/2009,0.16
4/8/2009,0.14
4/15/2009,0.15
4/22/2009,0.14
4/29/2009,0.17
5/6/2009,0.21
5/13/2009,0.17
5/20/2009,0.16
5/27/2009,0.17
6/3/2009,0.19
6/10/2009,0.2
6/17/2009,0.19
6/24/2009,0.24
7/1/2009,0.19
7/8/2009,0.17
7/15/2009,0.14
7/22/2009,0.15
7/29/2009,0.15
8/5/2009,0.18
8/12/2009,0.17
8/19/2009,0.16
8/26/2009,0.16
9/2/2009,0.15
9/9/2009,0.15
9/16/2009,0.16
9/23/2009,0.16
9/30/2009,0.12
10/7/2009,0.13
10/14/2009,0.12
10/21/2009,0.12
10/28/2009,0.11
11/4/2009,0.12
11/11/2009,0.12
11/18/2009,0.12
11/25/2009,0.11
12/2/2009,0.12
12/9/2009,0.12
12/16/2009,0.12
12/23/2009,0.12
12/30/2009,0.11
1/6/2010,0.08
1/13/2010,0.11
1/20/2010,0.12
1/27/2010,0.12
2/3/2010,0.13
2/10/2010,0.13
2/17/2010,0.12
2/24/2010,0.12
3/3/2010,0.13
3/10/2010,0.16
3/17/2010,0.18
3/24/2010,0.18
3/31/2010,0.16
4/7/2010,0.19
4/14/2010,0.19
4/21/2010,0.21
4/28/2010,0.2
5/5/2010,0.2
5/12/2010,0.2
5/19/2010,0.2
5/26/2010,0.2
6/2/2010,0.19
6/9/2010,0.19
6/16/2010,0.18
6/23/2010,0.18
6/30/2010,0.15
7/7/2010,0.18
7/14/2010,0.17
7/21/2010,0.19
7/28/2010,0.19
8/4/2010,0.19
8/11/2010,0.18
8/18/2010,0.19
8/25/2010,0.19
9/1/2010,0.19
9/8/2010,0.19
9/15/2010,0.19
9/22/2010,0.21
9/29/2010,0.2
10/6/2010,0.19
10/13/2010,0.18
10/20/2010,0.19
10/27/2010,0.19
11/3/2010,0.2
11/10/2010,0.18
11/17/2010,0.19
11/24/2010,0.2
12/1/2010,0.2
12/8/2010,0.18
12/15/2010,0.17
12/22/2010,0.2
12/29/2010,0.19
1/5/2011,0.16
1/12/2011,0.17
1/19/2011,0.17
1/26/2011,0.17
2/2/2011,0.17
2/9/2011,0.17
2/16/2011,0.15
2/23/2011,0.15
3/2/2011,0.15
3/9/2011,0.15
3/16/2011,0.14
3/23/2011,0.14
3/30/2011,0.13
4/6/2011,0.1
4/13/2011,0.09
4/20/2011,0.11
4/27/2011,0.1
5/4/2011,0.09
5/11/2011,0.09
5/18/2011,0.09
5/25/2011,0.1
6/1/2011,0.1
6/8/2011,0.1
6/15/2011,0.09
6/22/2011,0.1
6/29/2011,0.08
7/6/2011,0.08
7/13/2011,0.07
7/20/2011,0.06
7/27/2011,0.06
8/3/2011,0.12
8/10/2011,0.09
8/17/2011,0.1
8/24/2011,0.09
8/31/2011,0.09
9/7/2011,0.08
9/14/2011,0.09
9/21/2011,0.09
9/28/2011,0.08
10/5/2011,0.07
10/12/2011,0.07
10/19/2011,0.07
10/26/2011,0.07
11/2/2011,0.08
11/9/2011,0.08
11/16/2011,0.08
11/23/2011,0.08
11/30/2011,0.08
12/7/2011,0.08
12/14/2011,0.07
12/21/2011,0.07
12/28/2011,0.08
1/4/2012,0.05
1/11/2012,0.07
1/18/2012,0.09
1/25/2012,0.09
2/1/2012,0.09
2/8/2012,0.11
2/15/2012,0.12
2/22/2012,0.09
2/29/2012,0.09
3/7/2012,0.11
3/14/2012,0.12
3/21/2012,0.15
3/28/2012,0.14
4/4/2012,0.12
4/11/2012,0.14
4/18/2012,0.15
4/25/2012,0.13
5/2/2012,0.14
5/9/2012,0.16
5/16/2012,0.15
5/23/2012,0.16
5/30/2012,0.15
6/6/2012,0.16
6/13/2012,0.17
6/20/2012,0.17
6/27/2012,0.17
7/4/2012,0.13
7/11/2012,0.17
7/18/2012,0.18
7/25/2012,0.14
8/1/2012,0.14
8/8/2012,0.14
8/15/2012,0.13
8/22/2012,0.13
8/29/2012,0.13
9/5/2012,0.14
9/12/2012,0.15
9/19/2012,0.16
9/26/2012,0.15
10/3/2012,0.13
10/10/2012,0.15
10/17/2012,0.16
10/24/2012,0.16
10/31/2012,0.17
11/7/2012,0.16
11/14/2012,0.16
11/21/2012,0.16
11/28/2012,0.16
12/5/2012,0.16
12/12/2012,0.16
12/19/2012,0.17
12/26/2012,0.17
1/2/2013,0.15
1/9/2013,0.16
1/16/2013,0.14
1/23/2013,0.14
1/30/2013,0.14
2/6/2013,0.14
2/13/2013,0.14
2/20/2013,0.15
2/27/2013,0.15
3/6/2013,0.15
3/13/2013,0.15
3/20/2013,0.16
3/27/2013,0.15
4/3/2013,0.12
4/10/2013,0.15
4/17/2013,0.15
4/24/2013,0.15
5/1/2013,0.13
5/8/2013,0.14
5/15/2013,0.12
5/22/2013,0.1
